,Attrition,BusinessTravel,DailyRate,Department,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
755,0,Travel_Rarely,1234,Sales,1045,4,90,3,4,Manager,4,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1
756,0,Non-Travel,1109,Research & Development,1046,4,69,3,1,Laboratory Technician,3,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7
757,0,Travel_Rarely,216,Sales,1047,2,75,4,2,Sales Executive,4,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9
758,0,Travel_Rarely,1089,Sales,1048,2,66,3,3,Manager,4,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4
759,0,Travel_Rarely,788,Human Resources,1049,2,36,3,1,Human Resources,2,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4
760,0,Travel_Frequently,124,Sales,1050,3,38,2,3,Sales Executive,2,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
761,1,Travel_Rarely,660,Research & Development,1052,1,81,3,2,Laboratory Technician,3,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0
762,1,Travel_Frequently,342,Research & Development,1053,1,57,3,1,Research Scientist,1,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
763,0,Travel_Rarely,1333,Sales,1055,3,87,3,1,Sales Representative,3,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0
764,0,Travel_Rarely,1144,Sales,1056,4,74,3,1,Sales Representative,2,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0
765,0,Travel_Frequently,1186,Research & Development,1060,3,44,3,1,Research Scientist,3,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2
766,0,Travel_Rarely,1464,Research & Development,1061,2,62,3,5,Research Director,3,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7
767,0,Travel_Rarely,124,Research & Development,1062,4,35,3,2,Healthcare Representative,2,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1
768,0,Travel_Rarely,300,Sales,1066,3,74,3,2,Sales Executive,1,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5
769,0,Travel_Frequently,921,Research & Development,1068,1,66,2,1,Research Scientist,3,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3
770,0,Travel_Rarely,430,Research & Development,1069,4,40,3,5,Research Director,4,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2
771,0,Travel_Rarely,1082,Sales,1070,3,41,2,3,Sales Executive,3,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0
772,0,Travel_Frequently,1240,Research & Development,1071,1,63,3,1,Research Scientist,3,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3
773,0,Travel_Rarely,796,Research & Development,1073,4,51,2,3,Manufacturing Director,4,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8
774,0,Non-Travel,444,Research & Development,1074,3,40,2,4,Manager,1,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
775,0,Travel_Rarely,415,Sales,1076,3,79,2,3,Sales Executive,4,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0
776,1,Travel_Frequently,769,Sales,1077,4,54,3,1,Sales Representative,4,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2
777,1,Travel_Rarely,1334,Research & Development,1079,3,36,2,1,Laboratory Technician,1,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0
778,0,Travel_Rarely,1003,Research & Development,1080,4,74,2,2,Research Scientist,1,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
779,1,Travel_Rarely,1323,Research & Development,1081,1,34,3,1,Research Scientist,3,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7
780,1,Non-Travel,1366,Research & Development,1082,2,72,2,3,Healthcare Representative,1,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
781,0,Travel_Rarely,192,Research & Development,1083,1,59,2,1,Laboratory Technician,1,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3
782,0,Travel_Rarely,1176,Research & Development,1084,3,85,3,2,Manufacturing Director,1,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2
783,0,Travel_Rarely,509,Research & Development,1085,2,43,4,1,Research Scientist,3,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8
784,0,Travel_Rarely,330,Research & Development,1088,3,65,2,3,Healthcare Representative,3,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9
785,0,Travel_Rarely,1492,Research & Development,1092,1,61,3,3,Healthcare Representative,4,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1
786,0,Non-Travel,1277,Research & Development,1094,1,87,1,1,Laboratory Technician,3,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
787,0,Travel_Frequently,1091,Research & Development,1096,4,65,3,3,Manufacturing Director,2,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
788,0,Travel_Rarely,857,Research & Development,1097,3,59,3,2,Research Scientist,3,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7
789,1,Travel_Rarely,1376,Human Resources,1098,2,91,2,3,Human Resources,1,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
790,0,Travel_Rarely,654,Research & Development,1099,4,34,2,3,Healthcare Representative,4,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2
791,1,Travel_Rarely,1204,Sales,1100,4,86,3,3,Sales Executive,1,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7
792,1,Travel_Frequently,827,Research & Development,1101,1,54,2,2,Research Scientist,3,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8
793,0,Travel_Rarely,895,Research & Development,1102,1,50,3,1,Laboratory Technician,3,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
794,0,Travel_Frequently,618,Research & Development,1103,1,45,3,2,Healthcare Representative,4,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4
795,0,Travel_Rarely,309,Sales,1105,4,88,2,2,Sales Executive,4,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0
796,1,Travel_Rarely,1219,Research & Development,1106,4,32,3,1,Laboratory Technician,4,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6
797,1,Travel_Rarely,1330,Research & Development,1107,1,37,3,1,Laboratory Technician,3,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0
798,1,Travel_Rarely,1017,Research & Development,1108,1,55,2,1,Research Scientist,2,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2
799,0,Travel_Rarely,469,Research & Development,1109,4,35,3,4,Manager,1,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7
800,1,Travel_Frequently,1009,Research & Development,1111,1,45,2,1,Laboratory Technician,2,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0
801,1,Travel_Frequently,959,Sales,1113,4,81,3,2,Sales Executive,3,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0
802,0,Travel_Frequently,970,Sales,1114,4,30,3,2,Sales Executive,2,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2
803,0,Non-Travel,697,Research & Development,1115,3,40,2,1,Research Scientist,4,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0
804,0,Non-Travel,1262,Research & Development,1116,1,35,4,4,Manager,4,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1
805,0,Non-Travel,1050,Sales,1117,2,65,2,2,Sales Executive,3,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12
806,0,Travel_Rarely,994,Research & Development,1118,2,87,3,3,Healthcare Representative,2,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0
807,0,Travel_Rarely,770,Sales,1119,3,73,2,3,Sales Executive,3,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7
808,0,Travel_Rarely,1107,Research & Development,1120,3,93,3,1,Research Scientist,4,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7
809,0,Travel_Rarely,950,Research & Development,1121,4,93,3,3,Manufacturing Director,2,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7
810,0,Travel_Rarely,406,Sales,1124,1,52,3,4,Manager,3,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
811,0,Travel_Rarely,130,Sales,1125,4,32,3,3,Sales Executive,2,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0
812,0,Travel_Frequently,1082,Research & Development,1126,3,83,3,3,Manufacturing Director,1,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
813,1,Travel_Frequently,203,Research & Development,1127,1,84,3,4,Healthcare Representative,4,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5
814,0,Travel_Rarely,1308,Research & Development,1128,3,44,2,5,Research Director,3,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9
815,0,Travel_Rarely,984,Research & Development,1131,4,70,2,1,Research Scientist,2,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2
816,0,Non-Travel,439,Research & Development,1132,3,70,3,2,Laboratory Technician,2,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3
817,0,Non-Travel,217,Research & Development,1133,1,78,3,2,Manufacturing Director,4,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9
818,0,Travel_Frequently,793,Sales,1135,3,67,4,1,Sales Representative,4,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2
819,0,Travel_Rarely,1451,Research & Development,1136,1,67,2,1,Research Scientist,2,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4
820,0,Travel_Frequently,1182,Sales,1137,4,54,3,2,Sales Executive,4,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2
821,0,Travel_Rarely,174,Sales,1138,4,56,2,4,Sales Executive,2,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3
822,0,Travel_Frequently,1003,Research & Development,1140,4,95,3,2,Manufacturing Director,3,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2
823,0,Travel_Frequently,490,Research & Development,1143,4,61,3,1,Research Scientist,2,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1
824,0,Travel_Rarely,188,Research & Development,1148,2,56,1,2,Laboratory Technician,4,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0
825,0,Travel_Rarely,718,Research & Development,1150,2,79,2,2,Manufacturing Director,4,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
826,0,Travel_Rarely,433,Human Resources,1152,3,37,4,1,Human Resources,3,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
827,0,Travel_Frequently,773,Research & Development,1154,3,39,2,1,Research Scientist,3,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2
828,1,Non-Travel,247,Research & Development,1156,3,80,3,1,Laboratory Technician,3,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0
829,1,Travel_Rarely,603,Sales,1157,1,77,3,2,Sales Executive,1,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3
830,0,Travel_Rarely,167,Research & Development,1158,2,46,3,1,Laboratory Technician,4,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0
831,1,Travel_Frequently,874,Research & Development,1160,3,72,3,1,Laboratory Technician,3,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2
832,0,Travel_Rarely,367,Research & Development,1161,3,52,2,2,Healthcare Representative,4,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
833,0,Travel_Rarely,199,Research & Development,1162,4,55,2,1,Research Scientist,3,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2
834,0,Travel_Rarely,1400,Sales,1163,2,70,3,2,Sales Executive,3,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3
835,0,Travel_Rarely,528,Human Resources,1164,3,100,3,1,Human Resources,3,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4
836,1,Travel_Rarely,408,Sales,1165,4,45,2,3,Sales Executive,1,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10
837,0,Travel_Frequently,593,Research & Development,1166,2,88,3,3,Research Director,3,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13
838,1,Travel_Frequently,481,Sales,1167,3,44,3,4,Sales Executive,1,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14
839,0,Travel_Rarely,647,Sales,1171,2,45,3,2,Sales Executive,1,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
840,0,Travel_Rarely,982,Research & Development,1172,4,58,2,1,Laboratory Technician,3,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7
841,0,Travel_Rarely,477,Research & Development,1173,4,49,3,1,Laboratory Technician,2,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2
842,1,Travel_Rarely,1485,Research & Development,1175,3,79,3,1,Laboratory Technician,4,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
843,0,Travel_Rarely,1384,Research & Development,1177,1,82,4,1,Laboratory Technician,4,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7
844,0,Travel_Rarely,852,Sales,1179,3,72,2,2,Sales Executive,3,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4
845,0,Travel_Frequently,902,Research & Development,1180,3,92,2,2,Research Scientist,4,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0
846,0,Travel_Rarely,819,Research & Development,1182,3,44,2,3,Manufacturing Director,2,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4
847,0,Travel_Frequently,669,Research & Development,1184,4,97,2,2,Healthcare Representative,1,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9
848,0,Travel_Frequently,636,Research & Development,1185,4,47,2,1,Laboratory Technician,4,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
849,1,Travel_Rarely,1372,Sales,1188,1,85,1,2,Sales Executive,3,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3
850,0,Non-Travel,862,Sales,1190,3,76,3,1,Sales Representative,1,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0
851,0,Travel_Rarely,718,Research & Development,1191,4,92,3,5,Manager,1,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2
852,0,Travel_Rarely,1401,Research & Development,1192,2,54,3,1,Laboratory Technician,4,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8
853,0,Travel_Rarely,645,Research & Development,1193,3,54,3,1,Research Scientist,1,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0
854,0,Travel_Rarely,1457,Research & Development,1195,1,83,3,1,Research Scientist,3,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2
855,0,Travel_Rarely,977,Research & Development,1196,4,56,2,2,Manufacturing Director,4,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11
856,0,Travel_Rarely,805,Research & Development,1198,1,87,2,1,Laboratory Technician,3,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2
857,1,Travel_Rarely,1097,Research & Development,1200,3,96,3,1,Research Scientist,3,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2
858,0,Travel_Rarely,1223,Research & Development,1201,4,50,3,5,Manager,3,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7
859,0,Travel_Rarely,942,Research & Development,1202,2,69,1,1,Research Scientist,4,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3
860,1,Travel_Frequently,1256,Research & Development,1203,3,48,2,1,Research Scientist,4,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0
861,0,Travel_Rarely,1402,Sales,1204,3,69,3,4,Manager,1,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9
862,0,Non-Travel,111,Research & Development,1206,4,74,1,1,Research Scientist,3,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0
863,0,Travel_Rarely,147,Human Resources,1207,2,99,3,1,Human Resources,3,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4
864,1,Non-Travel,906,Research & Development,1210,1,95,2,1,Research Scientist,1,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0
865,0,Travel_Rarely,1329,Sales,1211,3,61,3,2,Sales Executive,1,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3
866,0,Travel_Frequently,1184,Sales,1212,2,62,3,2,Sales Executive,2,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0
867,0,Travel_Frequently,1421,Research & Development,1215,4,30,3,4,Manager,1,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2
868,0,Travel_Rarely,1179,Research & Development,1216,4,78,2,1,Laboratory Technician,1,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3
869,0,Travel_Rarely,1450,Research & Development,1217,4,52,3,5,Research Director,2,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3
870,0,Travel_Rarely,1361,Sales,1218,3,94,3,2,Sales Executive,1,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7
871,1,Travel_Rarely,984,Research & Development,1219,4,97,3,1,Laboratory Technician,2,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0
872,0,Travel_Frequently,1146,Sales,1220,2,82,3,2,Sales Executive,3,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1
873,0,Travel_Rarely,917,Research & Development,1221,3,60,1,1,Laboratory Technician,3,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7
874,0,Travel_Rarely,853,Research & Development,1224,3,49,3,2,Laboratory Technician,3,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9
875,0,Travel_Rarely,200,Research & Development,1225,4,32,3,2,Research Scientist,4,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17
876,0,Travel_Rarely,654,Sales,1226,3,43,4,1,Sales Representative,4,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2
877,0,Travel_Rarely,150,Research & Development,1228,4,60,3,2,Manufacturing Director,4,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4
878,0,Non-Travel,179,Human Resources,1231,4,79,4,2,Human Resources,1,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3
879,0,Travel_Rarely,696,Sales,1233,2,52,4,2,Sales Executive,4,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9
880,0,Travel_Frequently,116,Research & Development,1234,3,77,2,1,Laboratory Technician,2,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2
881,0,Travel_Frequently,1316,Research & Development,1235,4,38,3,2,Research Scientist,3,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7
882,0,Travel_Rarely,363,Research & Development,1237,3,77,1,3,Manufacturing Director,1,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7
883,0,Travel_Rarely,117,Research & Development,1238,1,60,3,1,Research Scientist,4,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10
884,0,Travel_Rarely,107,Sales,1239,2,84,2,2,Sales Executive,2,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3
885,0,Travel_Rarely,1356,Sales,1240,3,57,3,2,Sales Executive,4,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1
886,0,Travel_Rarely,1465,Research & Development,1241,4,63,3,1,Research Scientist,2,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7
887,0,Travel_Frequently,458,Research & Development,1242,1,60,3,3,Research Director,1,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0
888,0,Non-Travel,1212,Sales,1243,3,78,2,3,Sales Executive,4,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12
889,0,Travel_Rarely,1103,Research & Development,1244,1,42,3,1,Research Scientist,1,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8
890,0,Travel_Frequently,966,Research & Development,1245,4,53,3,3,Manufacturing Director,3,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4
891,0,Travel_Rarely,1117,Research & Development,1246,1,72,4,1,Research Scientist,4,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7
892,1,Non-Travel,504,Research & Development,1248,1,96,2,1,Research Scientist,2,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0
893,0,Travel_Rarely,1010,Research & Development,1249,1,97,3,1,Research Scientist,4,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2
894,0,Travel_Rarely,685,Research & Development,1250,4,85,3,4,Research Director,4,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9
895,0,Travel_Rarely,1332,Research & Development,1251,3,80,3,2,Healthcare Representative,1,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1
896,0,Travel_Rarely,1062,Research & Development,1252,3,96,2,2,Healthcare Representative,1,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8
897,0,Travel_Rarely,326,Sales,1254,3,48,2,2,Sales Executive,4,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5
898,0,Travel_Rarely,920,Research & Development,1255,3,96,1,5,Research Director,4,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7
899,0,Travel_Rarely,1098,Research & Development,1256,1,85,2,5,Manager,3,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0
900,0,Travel_Frequently,469,Research & Development,1257,3,46,3,1,Research Scientist,2,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7
901,0,Travel_Rarely,969,Research & Development,1258,4,76,4,1,Laboratory Technician,2,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0
902,0,Travel_Rarely,1167,Research & Development,1259,1,76,3,1,Research Scientist,3,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3
903,0,Travel_Rarely,1329,Research & Development,1260,3,82,3,2,Healthcare Representative,4,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0
904,0,Travel_Rarely,715,Research & Development,1263,4,76,2,5,Research Director,4,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0
905,0,Travel_Rarely,694,Research & Development,1264,4,87,2,4,Research Director,4,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7
906,0,Travel_Rarely,1320,Research & Development,1265,3,89,4,1,Research Scientist,3,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0
907,0,Travel_Rarely,1099,Sales,1267,2,88,3,5,Manager,2,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10
908,0,Travel_Rarely,536,Sales,1268,4,82,4,3,Sales Executive,3,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8
909,0,Travel_Rarely,265,Research & Development,1269,2,57,4,1,Research Scientist,4,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1
910,0,Travel_Rarely,373,Research & Development,1270,4,47,3,1,Research Scientist,3,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1
911,1,Travel_Frequently,599,Sales,1273,3,73,1,1,Sales Representative,4,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0
912,0,Travel_Rarely,583,Research & Development,1275,3,53,3,1,Research Scientist,4,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2
913,1,Travel_Rarely,1449,Sales,1277,1,94,1,5,Manager,2,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11
914,0,Non-Travel,177,Research & Development,1278,4,37,2,4,Healthcare Representative,2,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0
915,1,Travel_Frequently,251,Research & Development,1279,1,45,2,1,Laboratory Technician,3,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2
916,0,Travel_Rarely,168,Sales,1280,4,33,2,5,Manager,2,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8
917,0,Travel_Rarely,131,Sales,1281,3,86,3,2,Sales Executive,1,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2
918,0,Travel_Frequently,237,Sales,1282,4,83,3,5,Manager,2,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10
919,0,Travel_Rarely,1429,Research & Development,1283,4,67,3,3,Manufacturing Director,4,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4
920,0,Travel_Frequently,135,Research & Development,1285,3,46,3,2,Laboratory Technician,2,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10
921,0,Travel_Frequently,791,Research & Development,1286,4,44,3,1,Laboratory Technician,3,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2
922,0,Travel_Rarely,1199,Research & Development,1288,3,92,4,5,Manager,1,19190,17477,1,No,14,3,4,2,26,4,2,25,9,14,13
923,0,Travel_Frequently,648,Human Resources,1289,3,56,2,2,Human Resources,2,4490,21833,4,No,11,3,4,2,14,5,4,10,9,1,8
924,0,Travel_Rarely,735,Research & Development,1291,3,66,3,1,Research Scientist,3,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2
925,0,Travel_Rarely,603,Research & Development,1292,2,78,4,2,Research Scientist,2,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0
926,0,Travel_Rarely,531,Sales,1293,4,56,2,3,Sales Executive,4,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17
927,0,Travel_Rarely,429,Research & Development,1294,3,53,3,2,Manufacturing Director,2,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12
928,1,Travel_Rarely,621,Research & Development,1295,1,73,3,3,Healthcare Representative,4,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5
929,0,Travel_Frequently,193,Research & Development,1296,4,52,2,1,Laboratory Technician,4,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2
930,0,Travel_Frequently,968,Research & Development,1297,2,40,2,1,Laboratory Technician,3,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7
931,0,Non-Travel,879,Research & Development,1298,3,72,3,2,Manufacturing Director,3,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7
932,1,Travel_Rarely,806,Research & Development,1299,2,39,3,1,Laboratory Technician,3,3339,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7
933,0,Travel_Rarely,640,Research & Development,1301,4,84,3,1,Research Scientist,1,2080,4732,2,No,11,3,2,0,5,2,2,3,2,1,2
934,0,Travel_Rarely,266,Research & Development,1303,4,40,3,1,Research Scientist,2,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1
935,0,Travel_Rarely,604,Sales,1304,3,56,4,2,Sales Executive,4,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8
936,0,Travel_Frequently,364,Research & Development,1306,2,83,3,5,Manager,2,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0
937,0,Travel_Rarely,412,Research & Development,1307,3,94,2,4,Manager,2,17123,17334,6,Yes,13,3,4,2,21,4,3,19,9,15,2
938,0,Travel_Rarely,848,Research & Development,1308,1,88,3,1,Research Scientist,3,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2
939,1,Travel_Rarely,1089,Research & Development,1309,4,79,3,2,Laboratory Technician,3,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1
940,1,Travel_Rarely,360,Research & Development,1310,3,93,3,1,Research Scientist,1,3904,22154,0,No,13,3,1,0,6,2,3,5,2,0,3
941,0,Travel_Rarely,1138,Research & Development,1311,1,48,2,2,Laboratory Technician,4,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7
